Genbank Accession,Organism,Phylm,Bacteria or Archaea,Genome Length (nt),Chromosomes/plasmids,GC Content,Coding Length (nt),Coding GC Content,Effective Number of Codons,Effective Number of Codons Corrected for CG Content,Total Genes,Coding Genes,rRNA 5S,rRNA 16S,rRNA 23S,tRNAs,Isolation Source,Host,Country
NC_021171,Bacillus sp. 1NLA3E,Firmicutes,Bacteria,4815602,1,0.37954154,3912434,0.384536327,54.4871,56.3558,4612,4407,12,12,12,87, , , 
NZ_AP013294,Bacillus sp. OxB-1,Firmicutes,Bacteria,3594618,1,0.478491178,3062343,0.485664081,57.1717,52.8615,3567,3413,7,8,7,83, , , 
NZ_CP008855,Bacillus sp. X1(2014),Firmicutes,Bacteria,3422674,1,0.381307353,2777719,0.385248112,54.9111,57.9792,3372,3106,12,12,12,122, , , 
NC_000964,Bacillus subtilis subsp. subtilis str. 168,Firmicutes,Bacteria,4215606,1,0.435144081,3697728,0.442251296,54.8988,51.2343, , , ,,, , , , 
NZ_CP013055,Bacillus thuringiensis,Firmicutes,Bacteria,6227942,7,0.350900506,5176553,0.357041645,53.0533,55.9402,6373,6101,13,13,13,107,soil, , 
NC_005957,Bacillus thuringiensis serovar konkukian str. 97-27,Firmicutes,Bacteria,5314794,2,0.353652344,4457700,0.359577666,44.6837,31.3261, , , ,,, , , , 
NZ_CP013118,bacterium L21-Spi-D4,NA,Bacteria,4812386,1,0.390343792,4214880,0.397004422,54.4531,49.9471,3884,3777,3,3,3,46,Hypersaline microbial mat, ,"Kiribati: Kiritimati, Lake 21"
NZ_CP006772,Bacteroidales bacterium CF,Bacteroidetes,Bacteria,2657245,1,0.414914319,2465809,0.420806315,56.0104,57.7883,2300,2226,3,3,3,38, , , 
NZ_CP012801,Bacteroides cellulosilyticus,Bacteroidetes,Bacteria,7084828,1,0.426955743,6399444,0.436258994,58.0418,58.2901,5386,5206,4,4,4,63,feces,Homo sapiens,USA:Woods Hole
NC_006347,Bacteroides fragilis YCH46,Bacteroidetes,Bacteria,5310990,2,0.43204299,4787184,0.44158194,55.189,52.8572, , , ,,, , , , 
NZ_CP012938,Bacteroides ovatus,Bacteroidetes,Bacteria,6472489,1,0.41878727,5863891,0.428234597,57.9219,58.6948,4895,4749,5,5,5,71,feces,Homo sapiens,USA:Woods Hole
NC_015164,Bacteroides salanitronis DSM 18170,Bacteroidetes,Bacteria,4308663,4,0.464907095,3751507,0.476909679,58.406,57.106,3755,3593,6,6,6,82,cecum,caecum of healthy chicken,Japan
NZ_CP012937,Bacteroides thetaiotaomicron,Bacteroidetes,Bacteria,6487685,1,0.426906978,5801056,0.437711168,57.8683,58.4244,5022,4857,7,5,5,70,feces,Homo sapiens,USA:Woods Hole
NC_004663,Bacteroides thetaiotaomicron VPI-5482,Bacteroidetes,Bacteria,6293399,2,0.42860289,5634978,0.439100383,54.4172,52.2399, , , ,,, , , , 
NC_009614,Bacteroides vulgatus ATCC 8482,Bacteroidetes,Bacteria,5163189,1,0.42201496,4591732,0.431785217,57.6931,58.9077,4198,3995,8,7,7,83, , , 
NZ_CP007034,Barnesiella viscericola DSM 18177,Bacteroidetes,Bacteria,3076856,1,0.516699189,2715146,0.530446981,57.0114,52.1061,2559,2444,5,5,5,62,Chicken caecum,Chicken,Japan
NZ_CP010401,Bartonella ancashensis,Proteobacteria,Bacteria,1467695,1,0.384166329,1206052,0.394823772,56.0447,58.6593,1316,1190,2,2,2,42,blood,Homo sapiens,Peru: Caraz
NC_020300,Bartonella australis Aust,Proteobacteria,Bacteria,1596490,1,0.41839786,1286157,0.428892429,55.6228,50.4155,1400,1328,2,2,2,42,host blood,Macropus giganteus,Australia
NC_008783,Bartonella bacilliformis KC583,Proteobacteria,Bacteria,1445021,1,0.38238683,1182454,0.394943059,53.6114,53.2988,1266,1183,2,2,2,44, , , 
NC_014932,Bartonella clarridgeiae 73,Proteobacteria,Bacteria,1522743,1,0.357269743,1238046,0.373771249,52.6265,50.9964,1275,1184,2,2,2,41, , , 
NC_012846,Bartonella grahamii as4aup,Proteobacteria,Bacteria,2369520,2,0.38037324,1799989,0.398308545,54.6121,55.4334,2003,1855,2,2,2,42, , , 
NC_005956,Bartonella henselae str. Houston-1,Proteobacteria,Bacteria,1931047,1,0.382303486,1449428,0.399143662,56.6866,58.1131,1665,1525,3,2,2,43, , , 
NC_018533,Bartonella quintana RM-11,Proteobacteria,Bacteria,1587646,1,0.387567506,1223747,0.402089648,55.6235,56.7538,1353,1211,2,2,2,42, ,Rhesus macaque,China
NC_010160,Bartonella tribocorum CIP 105476,Proteobacteria,Bacteria,2642404,2,0.38822224,2007627,0.406002211,53.5922,51.8692,2370,2205,2,2,2,42, , , 
NC_020301,Bartonella vinsonii subsp. berkhoffii str. Winnie,Proteobacteria,Bacteria,1802699,1,0.38830609,1468584,0.401765919,54.7447,55.7101,1640,1482,2,2,2,42,host blood,Canis lupus familiaris,USA
NZ_CP009238,Basilea psittacipulmonis DSM 24701,Proteobacteria,Bacteria,1959069,1,0.40262492,1718866,0.408302334,53.2876,52.0917,1692,1618,3,3,3,39,lung,Melopsittacus undulatus,Switzerland: Basel
NC_007984,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),Proteobacteria,Bacteria,686194,1,0.33236175,592431,0.343132869,52.6554,47.8406,648,591,2,2,2,39, ,Homalodisca coagulata,"USA: Riverside, California"
NC_005363,Bdellovibrio bacteriovorus HD100,Proteobacteria,Bacteria,3782950,1,0.506455015,3503756,0.510268124,56.011,42.34,3582,3534,2,2,2,36, , , 
NZ_CP002190,Bdellovibrio bacteriovorus W,Proteobacteria,Bacteria,3006992,1,0.432877773,2718710,0.43600053,57.4919,57.1421,2828,2743,2,2,2,34, , , 
NC_020813,Bdellovibrio exovorus JSS,Proteobacteria,Bacteria,2657893,1,0.419163148,2452678,0.422246233,56.9758,53.9379,2639,2591,1,1,1,33, , , 
NC_010578,Beijerinckia indica subsp. indica ATCC 9039,Proteobacteria,Bacteria,4418616,3,0.569829557,3653887,0.582552225,52.9338,40.2583,3972,3788,3,3,3,51, , , 
NC_018010,Belliella baltica DSM 15883,Bacteroidetes,Bacteria,4196595,1,0.368131306,3700223,0.375649251,52.5575,57.2124,3791,3654,4,4,4,39, , , 
NC_018018,Bernardetia litoralis DSM 6794,Bacteroidetes,Bacteria,4919337,1,0.306717755,4122911,0.318005894,47.686,49.322,4059,3914,3,3,3,47,sea water aquarium outflow, ,"USA: La Jolla, CA"
NC_012669,Beutenbergia cavernae DSM 12333,Actinobacteria,Bacteria,4669183,1,0.731165816,4285663,0.731759823,40.8059,58.7518,4237,4094,2,2,2,45, , ,China
NC_020515,Bibersteinia trehalosi USDA-ARS-USMARC-192,Proteobacteria,Bacteria,2407846,1,0.410454821,2151853,0.415869021,55.7094,55.2478,2236,2139,7,6,6,56,mucus,Bos taurus,USA: Nebraska
NZ_CP011786,Bifidobacterium actinocoloniiforme DSM 22766,Actinobacteria,Bacteria,1830060,1,0.627078347,1546085,0.632438061,53.0026,40.2375,1502,1386,2,2,2,47, , , 
NC_008618,Bifidobacterium adolescentis ATCC 15703,Actinobacteria,Bacteria,2089645,1,0.591843395,1800761,0.602309025,51.2314,36.4557,1722,1613,6,5,5,54, , , 
NZ_AP012322,Bifidobacterium angulatum DSM 20098 = JCM 7096,Actinobacteria,Bacteria,2021974,1,0.594306356,1729670,0.601739638,53.2614,37.3961,1610,1511,4,4,4,53, , , 
NC_012815,Bifidobacterium animalis subsp. lactis DSM 10140,Actinobacteria,Bacteria,1938483,1,0.604821303,1674119,0.613860186,51.2847,31.5545,1610,1534,4,4,4,51, , , 
NC_018720,Bifidobacterium asteroides PRL2011,Actinobacteria,Bacteria,2167304,1,0.600535965,1866872,0.610835665,52.2532,39.6681,1726,1627,2,2,2,45, , , 
NC_014638,Bifidobacterium bifidum PRL2010,Actinobacteria,Bacteria,2214656,1,0.626664367,1853190,0.636656252,37.4183,59.7978, , , ,,, ,infant stool sample,Homo sapiens, 
NZ_AP012324,Bifidobacterium breve DSM 20213 = JCM 1192,Actinobacteria,Bacteria,2269415,1,0.588902867,1964450,0.5976146,52.8298,36.4273,1961,1854,2,2,2,53, , , 
NZ_CP007287,Bifidobacterium coryneforme,Actinobacteria,Bacteria,1755151,1,0.605111854,1529435,0.611127675,55.7913,48.529,1423,1335,3,3,3,46,"Honeybee, hindgut", , 
NZ_AP012326,Bifidobacterium dentium JCM 1195 = DSM 20436,Actinobacteria,Bacteria,2635669,1,0.585379272,2310375,0.592607694,51.1827,31.3472,2180,2094,5,4,4,56, , , 
NC_004307,Bifidobacterium longum NCC2705,Actinobacteria,Bacteria,2260266,2,0.601273478,1929288,0.60869243,40.3694,21.1414, , , ,,, , , , 
NZ_CP007457,Bifidobacterium pseudolongum PV8-2,Actinobacteria,Bacteria,2032698,1,0.632597169,1765553,0.641263672,48.0023,26.4064,1700,1589,4,4,4,53,fecal sample,homo sapiens,Kenya
NZ_AP012331,Bifidobacterium scardovii JCM 12489 = DSM 13734,Actinobacteria,Bacteria,3158347,1,0.646309288,2622503,0.656621937,50.5726,30.6639,2530,2377,3,3,3,56, , , 
NC_020546,Bifidobacterium thermophilum RBL67,Actinobacteria,Bacteria,2291643,1,0.601106717,1821650,0.608033925,54.3161,40.2766,1725,1574,4,4,4,47,baby feces,Homo sapiens, 
NZ_CP012946,Blastochloris viridis,Proteobacteria,Bacteria,3724841,1,0.6793294,3090603,0.686488041,33.7555,59.5847,3236,3114,3,3,3,49,freshwater river biome, ,Germany: Dreisam River
NC_016943,Blastococcus saxobsidens DD2,Actinobacteria,Bacteria,4875340,1,0.729479995,4307985,0.730840753,40.0652,60.389,4622,4469,3,3,3,47, , , 
NZ_CP016458,Blastomonas sp. RAC04,Proteobacteria,Bacteria,4403499,5,0.63916263,3949388,0.645022216,50.6533,31.3816,4090,3999,2,2,2,46,Chrysochromulina tobin phycosphere, ,USA: WA: Seattle
NC_017924,Blattabacterium sp. (Blaberus giganteus),Bacteroidetes,Bacteria,632588,2,0.25700614,598508,0.258065055,36.045,29.6154,615,574,1,1,1,33, ,Blaberus giganteus, 
NC_020195,Blattabacterium sp. (Blatta orientalis) str. Tarazona,Bacteroidetes,Bacteria,638184,2,0.281995475,598858,0.283569728,45.2813,41.233,625,546,1,1,1,34, ,Blatta orientalis, 
NC_013454,Blattabacterium sp. (Blattella germanica) str. Bge,Bacteroidetes,Bacteria,640935,2,0.271587602,605119,0.272275371,45.8797,45.6039,624,566,1,1,1,34, , , 
NC_016598,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,Bacteroidetes,Bacteria,609561,2,0.238881753,561263,0.242469217,37.4094,27.6874,587,537,1,1,1,32, ,Cryptocercus punctulatus, 
NC_016146,Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR,Bacteroidetes,Bacteria,590336,2,0.275023673,560277,0.27572322,44.8482,45.0702,589,537,1,1,1,34, ,Mastotermes darwiniensis, 
NC_022550,Blattabacterium sp. (Nauphoeta cinerea),Bacteroidetes,Bacteria,626626,2,0.260515842,594057,0.261983278,45.2398,43.1914,621,538,1,1,1,34, ,Nauphoeta cinerea, 
NC_020510,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA,Bacteroidetes,Bacteria,632490,1,0.264076902,599529,0.265543452,42.0519,37.2027,622,572,1,1,1,34, ,Panesthia angustipennis, 
NC_013418,Blattabacterium sp. (Periplaneta americana) str. BPLAN,Bacteroidetes,Bacteria,640442,2,0.282122347,605863,0.283511289,45.5007,41.5755,633,582,1,1,1,34, ,American cockroach, 
NZ_CP010049,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,Proteobacteria,Bacteria,773940,1,0.273557382,581807,0.301283759,42.8093,35.5748,638,581,1,1,1,34, ,Camponotus (Colobopsis) obliquus,"USA: near Morehead City, North Carolina"
NZ_CP010048,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Proteobacteria,Bacteria,749321,1,0.290775249,596918,0.312294151,49.3942,50.0038,639,584,1,1,1,38, ,Polyrhachis (Hedomyrma) turneri,Australia: near Townsville
NC_019382,Bordetella bronchiseptica 253,Proteobacteria,Bacteria,5264383,1,0.681179231,4729302,0.686435334,32.4803,60.1145, , , ,,, , , , 
NZ_CP012076,Bordetella hinzii,Proteobacteria,Bacteria,4912977,1,0.670627402,4501379,0.676132581,50.3012,26.9536,4606,4483,3,3,3,61, ,Homo sapiens,USA: WA
NZ_CP007494,Bordetella holmesii ATCC 51541,Proteobacteria,Bacteria,3699674,1,0.626885504,3322206,0.63160984,52.9755,37.5902,3611,3086,3,3,3,56, , , 
NC_018828,Bordetella parapertussis Bpp5,Proteobacteria,Bacteria,4899574,2,0.678085278,4044309,0.681408864,32.9361,60.1823, , , ,,, , , , 
NC_002929,Bordetella pertussis Tohama I,Proteobacteria,Bacteria,4086189,1,0.677205827,3370524,0.681236805,32.8709,60.1561, , , ,,, , , , 
NC_010170,Bordetella petrii,Proteobacteria,Bacteria,5287950,1,0.654828242,4720063,0.660950288,47.9633,33.8897,5062,4914,3,3,3,51, , , 
NZ_LT546645,Bordetella trematum,Proteobacteria,Bacteria,4485537,2,0.655378386,4022141,0.662005385,47.8707,23.0562,4145,3980,4,5,4,70,obscured,obscured,United Kingdom
NC_018887,Borrelia afzelii HLJ01,Spirochaetes,Bacteria,905471,1,0.283202886,843536,0.285130688,45.9271,49.5482,850,730,2,2,2,32,Homo sapiens, , 
NC_001318,Borrelia burgdorferi B31,Spirochaetes,Bacteria,1521208,22,0.281807287,1222599,0.288913555,41.1019,36.1425, , , ,,, , , , 
NC_011224,Borrelia duttonii Ly,Spirochaetes,Bacteria,1574881,17,0.280115767,1346886,0.287907069,40.7011,41.3862,1494,1368,1,1,1,32, , , 
NC_022079,Borrelia miyamotoi LB-2001,Spirochaetes,Bacteria,937966,2,0.28713834,834276,0.290590884,40.0055,38.4369,865,802,1,1,1,31,blood of infected SCID mice,Ixodes scapularis,USA: CT
NC_015903,Borreliella bissettii DN127,Spirochaetes,Bacteria,1403443,17,0.283353154,1242472,0.289290221,43.8408,44.5194,1428,1318,2,1,2,32, ,Ixodes pacificus (western blackleg tick),USA: California
NZ_CP018744,Borreliella garinii,Spirochaetes,Bacteria,1156110,12,0.281433428,1043813,0.28614225,45.998,50.8578,1149,1048,2,1,2,32,Tick,Ixodes ricinus,France: Paris
NZ_CP009117,Borreliella valaisiana Tom4006,Spirochaetes,Bacteria,992695,3,0.28021957,915440,0.283405577,48.0571,54.1281,945,900,2,1,2,32, , , 
NC_013172,Brachybacterium faecium DSM 4810,Actinobacteria,Bacteria,3614992,1,0.720457749,3225882,0.720958795,30.499,59.1828, , , ,,, , , , 
NZ_CP015910,Brachyspira hyodysenteriae ATCC 27164,Spirochaetes,Bacteria,3074045,2,0.270375027,2675740,0.281263501,45.8631,49.5632,2674,2603,1,1,1,33, ,Sus scrofa, 
NC_014150,Brachyspira murdochii DSM 12563,Spirochaetes,Bacteria,3241804,1,0.27751431,2817440,0.289923477,44.7365,43.3773,2854,2754,1,1,1,34,intestinal contents of healthy swine,Swine,Canada
NC_019908,Brachyspira pilosicoli P43,Spirochaetes,Bacteria,2555556,1,0.279173299,2276961,0.288271955,43.3614,44.4175,2289,2059,1,1,1,33, , , 
NC_004463,Bradyrhizobium diazoefficiens USDA 110,Proteobacteria,Bacteria,9105828,1,0.640593804,7926204,0.646584923,38.4793,16.2848, , , ,,, , , , 
NZ_CP016428,Bradyrhizobium icense,Proteobacteria,Bacteria,8322773,1,0.62025337,6908081,0.628265795,52.249,39.5001,7714,7425,1,1,1,53,root nodule,Phaseolus lunatus,"Peru: San Camilo, Ica"
NC_017249,Bradyrhizobium japonicum USDA 6,Proteobacteria,Bacteria,9207384,1,0.636655754,7741975,0.644744138,48.5446,31.996,8476,8193,2,2,2,55, , , 
NC_020453,Bradyrhizobium oligotrophicum S58,Proteobacteria,Bacteria,8264165,1,0.651262408,7057303,0.658123507,49.6378,27.2964,7132,7010,2,2,2,52, , , 
NZ_LN901633,Bradyrhizobium sp.,Proteobacteria,Bacteria,7547693,1,0.637711383,6414380,0.644743218,49.218,32.1741,7163,6940,1,1,1,49, , , 
NC_012491,Brevibacillus brevis NBRC 100599,Firmicutes,Bacteria,6296436,1,0.472735528,5497615,0.478912583,58.5206,55.1988,5931,5688,14,15,15,127, , , 
NZ_CP007806,Brevibacillus laterosporus LMG 15441,Firmicutes,Bacteria,5153859,3,0.411040816,4296093,0.418491271,56.7222,59.3554,4530,4301,12,12,12,113, , , 
NZ_CP017150,Brevibacterium linens,Actinobacteria,Bacteria,4209935,1,0.626327722,3720508,0.633079139,51.9308,33.2762,3840,3699,4,4,4,49, , , 
NZ_CP012897,Brevundimonas sp. DS20,Proteobacteria,Bacteria,3475610,1,0.674099784,3094707,0.679098061,35.0071,58.4797,3411,3305,2,2,2,47,Caulobacter FWC20 culture, ,Canada: Brtish Columbia
NC_014375,Brevundimonas subvibrioides ATCC 15264,Proteobacteria,Bacteria,3445263,1,0.68422701,3106932,0.688954248,41.1766,53.8557,3327,3239,2,2,2,46,fresh water, , 
NC_003317,Brucella melitensis bv. 1 str. 16M,Proteobacteria,Bacteria,3294931,2,0.572224645,2846168,0.58372869,54.9587,42.4859,3149,2972,3,3,3,54, , , 
NZ_CP009253,Buchnera aphidicola (Aphis glycines),Proteobacteria,Bacteria,638851,3,0.256206846,568403,0.265035547,43.5358,38.6864,614,557,1,1,1,31,whole body,Aphis glycines, 
NC_015662,Buchnera aphidicola (Cinara tujafilina),Proteobacteria,Bacteria,444925,1,0.230319717,364629,0.248515615,45.096,40.0536,422,327,1,1,1,30, ,Cinara tujafilina, 
NC_008513,Buchnera aphidicola BCc,Proteobacteria,Bacteria,422434,2,0.202000786,362751,0.213543174,33.7613,19.3039,405,364,1,1,1,30, ,Cinara cedri, 
NC_017256,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Proteobacteria,Bacteria,653223,3,0.256694881,576996,0.266989719,42.4148,34.7214,630,580,1,1,1,31, ,Acyrthosiphon kondoi,"USA: Tucson, AZ"
NC_002528,Buchnera aphidicola str. APS (Acyrthosiphon pisum),Proteobacteria,Bacteria,655725,3,0.263648633,566634,0.274482294,37.2362,24.0179, , , ,,, , ,Acyrthosiphon pisum, 
NC_004545,Buchnera aphidicola str. Bp (Baizongia pistaciae),Proteobacteria,Bacteria,618379,2,0.253415785,508756,0.269691168,42.0007,34.3563,558,513,1,1,1,31, ,Baizongia pistaciae, 
NZ_CP002701,Buchnera aphidicola str. G002 (Myzus persicae),Proteobacteria,Bacteria,651316,2,0.254475554,582815,0.262899891,42.6156,35.0722,632,584,1,1,1,30, ,Myzus persicae, 
NC_004061,Buchnera aphidicola str. Sg (Schizaphis graminum),Proteobacteria,Bacteria,641454,1,0.253305771,571249,0.261982078,45.2918,42.2874,626,561,1,1,1,30, ,Schizaphis graminum, 
NC_017259,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Proteobacteria,Bacteria,627953,3,0.241804721,548020,0.252463414,43.2375,38.3497,595,541,1,1,1,30, ,Uroleucon ambrosiae,"USA: Tucson, AZ"
NZ_CP012981,Burkholderia cepacia ATCC 25416,Proteobacteria,Bacteria,8605945,4,0.666099075,7324139,0.674348753,45.3609,25.5236,7682,7501,6,6,6,69, ,Allium cepa (onion), 
NZ_CP009323,Burkholderia gladioli,Proteobacteria,Bacteria,8899459,5,0.676256725,7554337,0.68515331,43.2619,24.7799,7441,7240,5,5,5,69,Plant, , 
NC_006348,Burkholderia mallei ATCC 23344,Proteobacteria,Bacteria,5835527,2,0.684855198,4710147,0.686386009,33.0389,59.5117, , , ,,, , , , 
NC_006350,Burkholderia pseudomallei K96243,Proteobacteria,Bacteria,7247547,2,0.680587239,5988879,0.683765359,33.1279,59.7663, , , ,,, , , , 
NZ_CP009486,Burkholderia ubonensis MSMB22,Proteobacteria,Bacteria,7189071,3,0.673075979,6203872,0.682512953,40.3975,23.7347,6256,6062,6,6,6,72, , , 
NZ_AP014683,Burkholderiales bacterium GJ-E10,Proteobacteria,Bacteria,3276549,1,0.662952698,2927505,0.666785198,46.3936,21.8124,3084,2951,1,1,1,43,sediment, ,"Japan: Akita Prefecture, Semboku city"
NC_014387,Butyrivibrio proteoclasticus B316,Firmicutes,Bacteria,4404886,4,0.400084497,3894646,0.406268046,53.6645,54.604,3863,3739,6,6,6,50, , , 
NC_003869,Caldanaerobacter subterraneus subsp. tengcongensis MB4,Firmicutes,Bacteria,2689445,1,0.375709115,2388277,0.378200686,51.9146,57.2783,2652,2494,4,4,4,56, , , 
NC_012034,Caldicellulosiruptor bescii DSM 6725,Firmicutes,Bacteria,2931662,3,0.351916421,2582884,0.355693481,49.2987,55.8724,2803,2619,3,3,3,47, , , 
NC_009437,Caldicellulosiruptor saccharolyticus DSM 8903,Firmicutes,Bacteria,2970275,1,0.352540758,2628879,0.356058609,49.2293,55.4665,2825,2628,3,3,3,46, , , 
NC_017079,Caldilinea aerophila DSM 14535 = NBRC 104270,Chloroflexi,Bacteria,5144873,1,0.587671455,4514420,0.599177746,54.6544,41.551,4090,4011,2,2,2,47, , , 
NC_017096,Caldisericum exile AZM16c01,Caldiserica,Bacteria,1558103,1,0.353748757,1419122,0.355483884,49.1434,47.5715,1550,1483,1,1,1,46, , , 
NC_019791,Caldisphaera lagunensis DSM 15908,Crenarchaeota,Archaea,1546846,1,0.300340176,1347979,0.307570073,46.0572,42.8913,1544,1484,1,1,1,46,An acidic hot spring; Philippines,,
NC_014749,Calditerrivibrio nitroreducens DSM 19672,Deferribacteres,Bacteria,2216552,2,0.356284445,2076589,0.359030121,52.2401,55.9022,2148,2083,2,2,2,40,terrestrial hot spring, ,"Japan: Nagano, Yumata"
NZ_CP018099,Caldithrix abyssi DSM 13497,Calditrichaeota,Bacteria,4978541,1,0.450958222,4342476,0.460601049,56.6046,51.8577,3920,3837,1,1,1,45,hydrothermal vent -3000 m, ,"Atlantic Ocean: Mid Atlantic Ridge, Logachev"
NC_009954,Caldivirga maquilingensis IC-167,Crenarchaeota,Archaea,2077567,1,0.430958424,1829689,0.439224917,51.1618,40.7494,2060,1996,1,1,1,42,,,
NZ_CP011382,Calothrix sp. 336,Cyanobacteria,Bacteria,6420126,4,0.410969349,5166229,0.42267503,57.5122,58.6167,5364,5175,1,1,1,61,water, ,Finland: Enajarvi
NC_019727,Calothrix sp. PCC 6303,Cyanobacteria,Bacteria,6960392,4,0.397968678,5577547,0.407554791,56.5347,56.7195,5636,5433,4,4,4,39,unialgal culture in lake water, ,USA
NC_019682,Calothrix sp. PCC 7507,Cyanobacteria,Bacteria,7023215,1,0.422471617,5579529,0.431423692,57.9078,57.1948,5988,5783,3,3,3,70,Sphagnum bog, ,Switzerland
NZ_CP013733,Campylobacter coli,Proteobacteria,Bacteria,2127266,4,0.306690842,1912677,0.311935052,41.146,31.1795,2290,2180,3,3,3,44,organic chicken farm, ,United Kingdom: Lincolnshire
NZ_CP007181,Campylobacter coli RM4661,Proteobacteria,Bacteria,1872235,2,0.311187597,1734063,0.315635196,48.2156,47.6225,1965,1805,3,3,3,40, ,turkey, 
NZ_CP012541,Campylobacter concisus,Proteobacteria,Bacteria,1840041,1,0.376150314,1695621,0.382979451,53.0566,46.6369,1867,1765,3,3,3,46,Gingival sulcus,Homo sapiens,USA
NC_009715,Campylobacter curvus 525.92,Proteobacteria,Bacteria,1971270,1,0.445352488,1796918,0.453941137,55.2992,46.1879,1972,1889,3,3,3,46, , , 
NC_022759,Campylobacter fetus subsp. testudinum 03-427,Proteobacteria,Bacteria,1775480,1,0.331232118,1637064,0.33733562,49.9901,50.5461,1759,1692,3,3,3,42, , , 
NZ_CP012196,Campylobacter gracilis,Proteobacteria,Bacteria,2281652,1,0.465570999,1904722,0.478964384,54.7403,45.5059,2252,2150,3,3,3,41,oral,Homo sapiens,USA
NC_009713,Campylobacter hominis ATCC BAA-381,Proteobacteria,Bacteria,1714951,2,0.317383597,1485263,0.330269003,52.0297,50.6673,1673,1585,3,3,3,44, , , 
NZ_CP015575,Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260,Proteobacteria,Bacteria,1753385,1,0.339640182,1602566,0.346227862,53.3751,53.2964,1794,1695,3,3,3,43,feces,Homo sapiens,Belgium: Brussels
NZ_CP009043,Campylobacter iguaniorum,Proteobacteria,Bacteria,1754638,2,0.357449229,1616982,0.363477763,50.5825,50.3116,1827,1754,3,3,3,43,Bearded dragon, , 
NZ_CP007770,Campylobacter insulaenigrae NCTC 12927,Proteobacteria,Bacteria,1465081,1,0.281926392,1382617,0.283400248,43.2096,42.7908,1514,1438,3,3,3,42,Marine mammal, ,United Kingdom: Scotland
NC_002163,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,Proteobacteria,Bacteria,1641481,1,0.305485717,1503957,0.308407089,39.8788,29.4792, , , ,,, , , , 
NC_012039,Campylobacter lari RM2100,Proteobacteria,Bacteria,1571661,2,0.296200008,1480733,0.298425847,45.557,46.3008,1614,1534,3,3,3,46, , , 
NZ_CP012195,Campylobacter ureolyticus RIGS 9880,Proteobacteria,Bacteria,1641887,1,0.292315488,1508326,0.296935145,41.7368,42.148,1670,1594,3,3,3,43, ,Homo sapiens,Denmark
NZ_CP007774,Campylobacter volucris LMG 24379,Proteobacteria,Bacteria,1517949,1,0.285715133,1430180,0.287591072,42.9705,44.0584,1557,1489,3,3,3,43, , , 
