"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
103855,"NZ_CP012076","Bordetella hinzii","scientific name",3,61,4912977,4606,4483," ","NZ_CP012076","genbank_accession"
1247649,"NZ_CP007494","Bordetella holmesii ATCC 51541","scientific name",3,56,3699674,3611,3086," ","NZ_CP007494","genbank_accession"
1208660,"NC_018828","Bordetella parapertussis Bpp5","scientific name",NA,NA,4899574,NA,NA," ","NC_018828","genbank_accession"
257313,"NC_002929","Bordetella pertussis Tohama I","scientific name",NA,NA,4086189,NA,NA," ","NC_002929","genbank_accession"
94624,"NC_010170","Bordetella petrii","scientific name",3,51,5287950,5062,4914," ","NC_010170","genbank_accession"
123899,"NZ_LT546645","Bordetella trematum","scientific name",5,70,4485537,4145,3980,"obscured","NZ_LT546645","genbank_accession"
1239934,"NC_018887","Borrelia afzelii HLJ01","scientific name",2,32,905471,850,730,"homo sapiens","NC_018887","genbank_accession"
224326,"NC_001318","Borrelia burgdorferi B31","scientific name",NA,NA,1521208,NA,NA," ","NC_001318","genbank_accession"
412419,"NC_011224","Borrelia duttonii Ly","scientific name",1,32,1574881,1494,1368," ","NC_011224","genbank_accession"
1302858,"NC_022079","Borrelia miyamotoi LB-2001","scientific name",1,31,937966,865,802,"blood of infected scid mice","NC_022079","genbank_accession"
521010,"NC_015903","Borreliella bissettii DN127","scientific name",1,32,1403443,1428,1318," ","NC_015903","genbank_accession"
29519,"NZ_CP018744","Borreliella garinii","scientific name",1,32,1156110,1149,1048,"tick","NZ_CP018744","genbank_accession"
1398491,"NZ_CP009117","Borreliella valaisiana Tom4006","scientific name",1,32,992695,945,900," ","NZ_CP009117","genbank_accession"
446465,"NC_013172","Brachybacterium faecium DSM 4810","scientific name",NA,NA,3614992,NA,NA," ","NC_013172","genbank_accession"
1266923,"NZ_CP015910","Brachyspira hyodysenteriae ATCC 27164","scientific name",1,33,3074045,2674,2603," ","NZ_CP015910","genbank_accession"
526224,"NC_014150","Brachyspira murdochii DSM 12563","scientific name",1,34,3241804,2854,2754,"intestinal contents of healthy swine","NC_014150","genbank_accession"
644280,"NC_019908","Brachyspira pilosicoli P43","scientific name",1,33,2555556,2289,2059," ","NC_019908","genbank_accession"
224911,"NC_004463","Bradyrhizobium diazoefficiens USDA 110","scientific name",NA,NA,9105828,NA,NA," ","NC_004463","genbank_accession"
1274631,"NZ_CP016428","Bradyrhizobium icense","scientific name",1,53,8322773,7714,7425,"root nodule","NZ_CP016428","genbank_accession"
1037409,"NC_017249","Bradyrhizobium japonicum USDA 6","scientific name",2,55,9207384,8476,8193," ","NC_017249","genbank_accession"
1245469,"NC_020453","Bradyrhizobium oligotrophicum S58","scientific name",2,52,8264165,7132,7010," ","NC_020453","genbank_accession"
376,"NZ_LN901633","Bradyrhizobium sp.","scientific name",1,49,7547693,7163,6940," ","NZ_LN901633","genbank_accession"
358681,"NC_012491","Brevibacillus brevis NBRC 100599","scientific name",15,127,6296436,5931,5688," ","NC_012491","genbank_accession"
1042163,"NZ_CP007806","Brevibacillus laterosporus LMG 15441","scientific name",12,113,5153859,4530,4301," ","NZ_CP007806","genbank_accession"
1703,"NZ_CP017150","Brevibacterium linens","scientific name",4,49,4209935,3840,3699," ","NZ_CP017150","genbank_accession"
1532555,"NZ_CP012897","Brevundimonas sp. DS20","scientific name",2,47,3475610,3411,3305,"caulobacter fwc20 culture","NZ_CP012897","genbank_accession"
633149,"NC_014375","Brevundimonas subvibrioides ATCC 15264","scientific name",2,46,3445263,3327,3239,"fresh water","NC_014375","genbank_accession"
224914,"NC_003317","Brucella melitensis bv. 1 str. 16M","scientific name",3,54,3294931,3149,2972," ","NC_003317","genbank_accession"
1265350,"NZ_CP009253","Buchnera aphidicola (Aphis glycines)","scientific name",1,31,638851,614,557,"whole body","NZ_CP009253","genbank_accession"
261317,"NC_015662","Buchnera aphidicola (Cinara tujafilina)","scientific name",1,30,444925,422,327," ","NC_015662","genbank_accession"
372461,"NC_008513","Buchnera aphidicola BCc","scientific name",1,30,422434,405,364," ","NC_008513","genbank_accession"
1005090,"NC_017256","Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)","scientific name",1,31,653223,630,580," ","NC_017256","genbank_accession"
107806,"NC_002528","Buchnera aphidicola str. APS (Acyrthosiphon pisum)","scientific name",NA,NA,655725,NA,NA," ","NC_002528","genbank_accession"
224915,"NC_004545","Buchnera aphidicola str. Bp (Baizongia pistaciae)","scientific name",1,31,618379,558,513," ","NC_004545","genbank_accession"
1009858,"NZ_CP002701","Buchnera aphidicola str. G002 (Myzus persicae)","scientific name",1,30,651316,632,584," ","NZ_CP002701","genbank_accession"
198804,"NC_004061","Buchnera aphidicola str. Sg (Schizaphis graminum)","scientific name",1,30,641454,626,561," ","NC_004061","genbank_accession"
1005057,"NC_017259","Buchnera aphidicola str. Ua (Uroleucon ambrosiae)","scientific name",1,30,627953,595,541," ","NC_017259","genbank_accession"
983594,"NZ_CP012981","Burkholderia cepacia ATCC 25416","scientific name",6,69,8605945,7682,7501," ","NZ_CP012981","genbank_accession"
28095,"NZ_CP009323","Burkholderia gladioli","scientific name",5,69,8899459,7441,7240,"plant","NZ_CP009323","genbank_accession"
243160,"NC_006348","Burkholderia mallei ATCC 23344","scientific name",NA,NA,5835527,NA,NA," ","NC_006348","genbank_accession"
272560,"NC_006350","Burkholderia pseudomallei K96243","scientific name",NA,NA,7247547,NA,NA," ","NC_006350","genbank_accession"
1249668,"NZ_CP009486","Burkholderia ubonensis MSMB22","scientific name",6,72,7189071,6256,6062," ","NZ_CP009486","genbank_accession"
1469502,"NZ_AP014683","Burkholderiales bacterium GJ-E10","scientific name",1,43,3276549,3084,2951,"sediment","NZ_AP014683","genbank_accession"
515622,"NC_014387","Butyrivibrio proteoclasticus B316","scientific name",6,50,4404886,3863,3739," ","NC_014387","genbank_accession"
273068,"NC_003869","Caldanaerobacter subterraneus subsp. tengcongensis MB4","scientific name",4,56,2689445,2652,2494," ","NC_003869","genbank_accession"
521460,"NC_012034","Caldicellulosiruptor bescii DSM 6725","scientific name",3,47,2931662,2803,2619," ","NC_012034","genbank_accession"
351627,"NC_009437","Caldicellulosiruptor saccharolyticus DSM 8903","scientific name",3,46,2970275,2825,2628," ","NC_009437","genbank_accession"
926550,"NC_017079","Caldilinea aerophila DSM 14535 = NBRC 104270","scientific name",2,47,5144873,4090,4011," ","NC_017079","genbank_accession"
511051,"NC_017096","Caldisericum exile AZM16c01","scientific name",1,46,1558103,1550,1483," ","NC_017096","genbank_accession"
1056495,"NC_019791","Caldisphaera lagunensis DSM 15908","scientific name",1,46,1546846,1544,1484,"an acidic hot spring; philippines","NC_019791","genbank_accession"
768670,"NC_014749","Calditerrivibrio nitroreducens DSM 19672","scientific name",2,40,2216552,2148,2083,"terrestrial hot spring","NC_014749","genbank_accession"
880073,"NZ_CP018099","Caldithrix abyssi DSM 13497","scientific name",1,45,4978541,3920,3837,"hydrothermal vent -3000 m","NZ_CP018099","genbank_accession"
397948,"NC_009954","Caldivirga maquilingensis IC-167","scientific name",1,42,2077567,2060,1996,"","NC_009954","genbank_accession"
1337936,"NZ_CP011382","Calothrix sp. 336/3","scientific name",1,61,6420126,5364,5175,"water","NZ_CP011382","genbank_accession"
1170562,"NC_019727","Calothrix sp. PCC 6303","scientific name",4,39,6960392,5636,5433,"unialgal culture in lake water","NC_019727","genbank_accession"
99598,"NC_019682","Calothrix sp. PCC 7507","scientific name",3,70,7023215,5988,5783,"sphagnum bog","NC_019682","genbank_accession"
195,"NZ_CP013733","Campylobacter coli","scientific name",3,44,2127266,2290,2180,"organic chicken farm","NZ_CP013733","genbank_accession"
1183379,"NZ_CP007181","Campylobacter coli RM4661","scientific name",3,40,1872235,1965,1805," ","NZ_CP007181","genbank_accession"
199,"NZ_CP012541","Campylobacter concisus","scientific name",3,46,1840041,1867,1765,"gingival sulcus","NZ_CP012541","genbank_accession"
360105,"NC_009715","Campylobacter curvus 525.92","scientific name",3,46,1971270,1972,1889," ","NC_009715","genbank_accession"
1244528,"NC_022759","Campylobacter fetus subsp. testudinum 03-427","scientific name",3,42,1775480,1759,1692," ","NC_022759","genbank_accession"
824,"NZ_CP012196","Campylobacter gracilis","scientific name",3,41,2281652,2252,2150,"oral","NZ_CP012196","genbank_accession"
360107,"NC_009713","Campylobacter hominis ATCC BAA-381","scientific name",3,44,1714951,1673,1585," ","NC_009713","genbank_accession"
1031746,"NZ_CP015575","Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260","scientific name",3,43,1753385,1794,1695,"feces","NZ_CP015575","genbank_accession"
1244531,"NZ_CP009043","Campylobacter iguaniorum","scientific name",3,43,1754638,1827,1754,"bearded dragon","NZ_CP009043","genbank_accession"
1031564,"NZ_CP007770","Campylobacter insulaenigrae NCTC 12927","scientific name",3,42,1465081,1514,1438,"marine mammal","NZ_CP007770","genbank_accession"
192222,"NC_002163","Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819","scientific name",NA,NA,1641481,NA,NA," ","NC_002163","genbank_accession"
306263,"NC_012039","Campylobacter lari RM2100","scientific name",3,46,1571661,1614,1534," ","NC_012039","genbank_accession"
1032069,"NZ_CP012195","Campylobacter ureolyticus RIGS 9880","scientific name",3,43,1641887,1670,1594," ","NZ_CP012195","genbank_accession"
580033,"NZ_CP007774","Campylobacter volucris LMG 24379","scientific name",3,43,1517949,1557,1489," ","NZ_CP007774","genbank_accession"
522306,"NC_013190","Candidatus Accumulibacter phosphatis clade IIA str. UW-1","scientific name",2,49,5306133,4675,4502," ","NC_013190","genbank_accession"
452471,"NC_010830","Candidatus Amoebophilus asiaticus 5a2","scientific name",1,35,1884364,1492,1394," ","NC_010830","genbank_accession"
1029718,"NC_015913","Candidatus Arthromitus sp. SFB-mouse-Japan","scientific name",6,39,1620005,1560,1477," ","NC_015913","genbank_accession"
1041504,"NC_016012","Candidatus Arthromitus sp. SFB-rat-Yit","scientific name",5,39,1515556,1429,1353," ","NC_016012","genbank_accession"
1453429,"NC_013771","Candidatus Atelocyanobacterium thalassa isolate ALOHA","scientific name",2,37,1443806,1217,1133," ","NC_013771","genbank_accession"
511995,"NC_011561","Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2","scientific name",2,38,1224919,1026,975," ","NC_011561","genbank_accession"
673862,"NC_023003","Candidatus Babela massiliensis","scientific name",1,38,1118422,1015,963," ","NC_023003","genbank_accession"
186490,"NZ_CP011787","Candidatus Baumannia cicadellinicola","scientific name",2,37,636137,581,511," ","NZ_CP011787","genbank_accession"
203907,"NC_005061","Candidatus Blochmannia floridanus","scientific name",1,37,705557,628,582," ","NC_005061","genbank_accession"
291272,"NC_007292","Candidatus Blochmannia pennsylvanicus str. BPEN","scientific name",1,39,791654,659,609," ","NC_007292","genbank_accession"
859654,"NC_014909","Candidatus Blochmannia vafer str. BVAF","scientific name",1,34,722585,629,579," ","NC_014909","genbank_accession"
459349,"NC_020449","Candidatus Cloacimonas acidaminovorans str. Evry","scientific name",2,46,2246820,1848,1729," ","NC_020449","genbank_accession"
477974,"NC_010424","Candidatus Desulforudis audaxviator MP104C","scientific name",2,45,2349476,2266,2167," ","NC_010424","genbank_accession"
1193729,"NC_019566","Candidatus Endolissoclinum faulkneri L2","scientific name",1,42,1481191,823,769,"3 m depth in a coral reef","NC_019566","genbank_accession"
1401328,"NZ_CP006745","Candidatus Endolissoclinum faulkneri L5","scientific name",1,42,1518636,821,766," ","NZ_CP006745","genbank_accession"
1495769,"NZ_LM655252","Candidatus Evansia muelleri","scientific name",1,32,357498,355,317," ","NZ_LM655252","genbank_accession"
1608628,"NZ_LN829119","Candidatus Filomicrobium marinum","scientific name",1,47,3969942,3695,3598,"surface sewater","NZ_LN829119","genbank_accession"
476281,"NZ_AP010872","Candidatus Ishikawaella capsulata Mpkobe","scientific name",3,37,754729,664,599," ","NZ_AP010872","genbank_accession"
1541959,"NZ_CP009415","Candidatus Izimaplasma sp. HR1","scientific name",1,38,1878735,1849,1801," ","NZ_CP009415","genbank_accession"
1208918,"NC_020283","Candidatus Kinetoplastibacterium crithidii TCC036E","scientific name",3,44,821930,780,723," ","NC_020283","genbank_accession"
1208919,"NC_020294","Candidatus Kinetoplastibacterium desouzaii TCC079E","scientific name",3,43,833125,789,732," ","NC_020294","genbank_accession"
1208921,"NC_020284","Candidatus Kinetoplastibacterium galatii TCC219","scientific name",3,43,822140,776,705," ","NC_020284","genbank_accession"
1208920,"NC_020299","Candidatus Kinetoplastibacterium oncopeltii TCC290E","scientific name",3,43,810172,749,690," ","NC_020299","genbank_accession"
374847,"NC_010482","Candidatus Korarchaeum cryptofilum OPF8","scientific name",1,46,1590757,1697,1627,"","NC_010482","genbank_accession"
204669,"NC_008009","Candidatus Koribacter versatilis Ellin345","scientific name",1,46,5650368,4972,4860," ","NC_008009","genbank_accession"
1277257,"NZ_CP004021","Candidatus Liberibacter africanus PTSAPSY","scientific name",3,44,1192232,1084,986," ","NZ_CP004021","genbank_accession"
1261131,"NC_022793","Candidatus Liberibacter americanus str. Sao Paulo","scientific name",3,45,1195201,1023,954," ","NC_022793","genbank_accession"
1174529,"NC_020549","Candidatus Liberibacter asiaticus str. gxpsy","scientific name",3,44,1268237,1147,1077," ","NC_020549","genbank_accession"
658172,"NC_014774","Candidatus Liberibacter solanacearum CLso-ZC1","scientific name",3,45,1258278,1148,1038,"zebra chip-infected potato field","NC_014774","genbank_accession"
1295009,"NC_021353","Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1","scientific name",1,44,1931651,1866,1804,"enrichment culture from feces","NC_021353","genbank_accession"
1236689,"NC_020913","Candidatus Methanomethylophilus alvus Mx1201","scientific name",1,45,1666795,1649,1589,"","NC_020913","genbank_accession"
1577791,"NZ_CP010070","Candidatus Methanoplasma termitum","scientific name",1,46,1488669,1441,1370,"termite gut","NZ_CP010070","genbank_accession"
1581557,"NZ_LN827929","Candidatus Methylopumilus planktonicus","scientific name",1,36,1356428,1417,1364,"water","NZ_LN827929","genbank_accession"
1581680,"NZ_LN794158","Candidatus Methylopumilus turicensis","scientific name",2,40,1754988,1768,1689,"water","NZ_LN794158","genbank_accession"
696127,"NC_015722","Candidatus Midichloria mitochondrii IricVA","scientific name",1,35,1183732,1246,1161,"ovary from adult female","NC_015722","genbank_accession"
903503,"NC_015735","Candidatus Moranella endobia PCIT","scientific name",1,41,538294,481,413," ","NC_015735","genbank_accession"
1410606,"NZ_CP007026","Candidatus Nitrosopelagicus brevis","scientific name",1,41,1232128,1459,1404,"","NZ_CP007026","genbank_accession"
1580092,"NZ_CP011070","Candidatus Nitrosopumilus adriaticus","scientific name",1,41,1803090,2120,2022,"sea","NZ_CP011070","genbank_accession"
1229909,"NC_018656","Candidatus Nitrosopumilus sediminis","scientific name",1,41,1690905,2025,1948,"","NC_018656","genbank_accession"
1603555,"NZ_CP011097","Candidatus Nitrosotenuis cloacae","scientific name",1,41,1620156,1850,1787,"soil aquifer system","NZ_CP011097","genbank_accession"
1235990,"NC_022547","Candidatus Pantoea carbekii","scientific name",3,40,1151074,842,755," ","NC_022547","genbank_accession"
91604,"NZ_CP008941","Candidatus Paracaedibacter acanthamoebae","scientific name",2,43,2485110,2307,2167," ","NZ_CP008941","genbank_accession"
1002672,"NC_015380","Candidatus Pelagibacter sp. IMCC9063","scientific name",1,31,1284727,1378,1292," ","NC_015380","genbank_accession"
335992,"NC_007205","Candidatus Pelagibacter ubique HTCC1062","scientific name",1,32,1308759,1370,1333," ","NC_007205","genbank_accession"
59748,"NC_010544","Candidatus Phytoplasma australiense","scientific name",2,34,879959,819,699," ","NC_010544","genbank_accession"
37692,"NC_011047","Candidatus Phytoplasma mali","scientific name",2,32,601943,541,500," ","NC_011047","genbank_accession"
1206109,"NC_018677","Candidatus Portiera aleyrodidarum BT-B-HRs","scientific name",1,32,351658,291,253," ","NC_018677","genbank_accession"
669502,"NC_021885","Candidatus Profftella armatura","scientific name",1,34,464857,401,352," ","NC_021885","genbank_accession"
488538,"NC_014010","Candidatus Puniceispirillum marinum IMCC1322","scientific name",1,36,2753527,2602,2538," ","NC_014010","genbank_accession"
515618,"NC_014109","Candidatus Riesia pediculicola USDA","scientific name",2,32,582127,528,473," ","NC_014109","genbank_accession"
413404,"NC_008610","Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)","scientific name",1,36,1160782,1078,1022," ","NC_008610","genbank_accession"
