"tax_id","org_name","strain","reference","biosample_id","genome_size","gc_content","total_genes","coding_genes","tRNA_genes","host","RefSeq_category","genome_status","ftp_path","ref_type"
391037,"Salinispora arenicola CNS-205","CNS-205","PRJNA17109","SAMN02598378",5786360,69.5,5175,4909,52,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/265/GCA_000018265.1_ASM1826v1","bioproject_id"
398578,"Delftia acidovorans SPH-1","SPH-1","PRJNA17413","SAMN00623041",6767510,66.5,6232,6052,80,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/665/GCA_000018665.1_ASM1866v1","bioproject_id"
883,"Desulfovibrio vulgaris str. 'Miyazaki F'","Miyazaki F","PRJNA27731","SAMN00000799",4040300,67.1,3269,3144,64,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/385/GCA_000021385.1_ASM2138v1","bioproject_id"
375451,"Roseobacter denitrificans OCh 114","OCh 114","PRJNA16426","SAMN02602987",4331230,58.9096,4092,4004,37,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/045/GCA_000014045.1_ASM1404v1","bioproject_id"
336407,"Rickettsia bellii RML369-C","RML369-C","PRJNA13996","SAMN02603144",1522080,31.6,1537,1398,34,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/385/GCA_000012385.1_ASM1238v1","bioproject_id"
402626,"Ralstonia pickettii 12J","12J","PRJNA17631","SAMN02598396",5325730,63.6234,5073,4886,56,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/205/GCA_000020205.1_ASM2020v1","bioproject_id"
1587,"Lactobacillus helveticus","CAUH18","PRJNA292623","SAMN03982146",2160580,36.8,2219,1837,64,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/285/GCA_001308285.1_ASM130828v1","bioproject_id"
426368,"Methanococcus maripaludis C7","C7","PRJNA18819","SAMN00000031",1772690,33.3,1857,1787,37,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/225/GCA_000017225.1_ASM1722v1","bioproject_id"
272567,"Geobacillus stearothermophilus 10","10","PRJNA252389","SAMN04012428",3676490,52.6118,3737,3396,90,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/575/GCA_001274575.1_ASM127457v1","bioproject_id"
85581,"Photobacterium damselae subsp. damselae","KC-Na-1","PRJNA385756","SAMN06909323",4544590,40.8845,4276,3815,193,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/615/GCA_002142615.1_ASM214261v1","bioproject_id"
367928,"Bifidobacterium adolescentis ATCC 15703","ATCC 15703","PRJNA16321","SAMD00061080",2089640,59.2,1749,1624,54,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/425/GCA_000010425.1_ASM1042v1","bioproject_id"
669,"Vibrio harveyi","ATCC 33843 (392 [MAV])","PRJNA260398","SAMN03075601",5881490,44.9616,5521,5234,132,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2","bioproject_id"
452659,"Rickettsia rickettsii str. Iowa","Iowa","PRJNA19943","SAMN02603768",1268200,32.4,2896,2491,68,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/445/GCA_000017445.3_ASM1744v3","bioproject_id"
1239934,"Borreliella afzelii HLJ01","HLJ01","PRJNA176667","SAMN02603021",905471,28.3,854,727,32,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/735/GCA_000304735.1_ASM30473v1","bioproject_id"
419610,"Methylorubrum extorquens PA1","PA1","PRJNA18637","SAMN00000030",5471150,68.2,5040,4830,58,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/845/GCA_000018845.1_ASM1884v1","bioproject_id"
405948,"Saccharopolyspora erythraea NRRL 2338","NRRL 2338","PRJEA18489","SAMEA2272514",8212800,71.1,7233,6993,50,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1","bioproject_id"
420889,"Lactococcus garvieae ATCC 49156","ATCC 49156","PRJDA18705","SAMD00060911",1950130,38.8,1992,1857,62,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/925/GCA_000269925.1_ASM26992v1","bioproject_id"
429572,"Sulfolobus islandicus L.S.2.15","L.S.2.15","PRJNA18987","SAMN02598420",2736270,35.1,3021,2768,45,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/385/GCA_000022385.1_ASM2238v1","bioproject_id"
426355,"Methylobacterium radiotolerans JCM 2831","JCM 2831","PRJNA18817","SAMN00000277",6899110,71.0375,6530,6294,59,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/725/GCA_000019725.1_ASM1972v1","bioproject_id"
357244,"Orientia tsutsugamushi str. Boryong","Boryong","PRJNA16180","SAMEA3138266",2127050,30.5,2195,1408,34,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/545/GCA_000063545.1_ASM6354v1","bioproject_id"
334390,"Lactobacillus fermentum IFO 3956","IFO 3956","PRJDA18979","SAMD00060917",2098690,51.5,2134,1916,57,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/145/GCA_000010145.1_ASM1014v1","bioproject_id"
431947,"Porphyromonas gingivalis ATCC 33277","ATCC 33277","PRJDA19051","SAMD00060922",2354890,48.4,2118,1955,53,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/505/GCA_000010505.1_ASM1050v1","bioproject_id"
411154,"Gramella forsetii KT0803","KT0803","PRJEA19061","SAMEA2272667",3798470,36.6,3463,3368,44,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/060/345/GCA_000060345.1_ASM6034v1","bioproject_id"
505682,"Ureaplasma parvum serovar 3 str. ATCC 27815","ATCC 27815","PRJNA19087","SAMN02604063",751679,25.5,646,601,30,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/345/GCA_000019345.1_ASM1934v1","bioproject_id"
565575,"Ureaplasma urealyticum serovar 10 str. ATCC 33699","ATCC 33699","PRJNA20247","SAMN02603440",874478,25.8,694,639,30,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/265/GCA_000021265.1_ASM2126v1","bioproject_id"
271848,"Burkholderia thailandensis E264","E264; ATCC 700388","PRJNA10774","SAMN02604021",6723970,67.6468,6422,5912,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/365/GCA_000012365.1_ASM1236v1","bioproject_id"
391626,"Octadecabacter antarcticus 307","307","PRJNA19333","SAMN02603621",4875480,54.5768,5041,4488,42,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/675/GCA_000155675.2_ASM15567v2","bioproject_id"
312309,"Aliivibrio fischeri ES114","ES114","PRJNA12986","SAMN02604303",4273720,38.371,3984,3814,118,NA,"reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/805/GCA_000011805.1_ASM1180v1","bioproject_id"
272632,"Mycoplasma mycoides subsp. mycoides SC str. PG1","PG1","PRJNA10616","SAMEA3138208",1211700,24,1053,1017,30,NA,"reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/445/GCA_000011445.1_ASM1144v1","bioproject_id"
1423144,"Phaeobacter gallaeciensis DSM 26640","DSM 26640","PRJNA227502","SAMN02641497",4540160,59.4193,4389,4288,58,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/385/GCA_000511385.1_ASM51138v1","bioproject_id"
431943,"Clostridium kluyveri DSM 555","DSM 555","PRJNA19065","SAMN02603294",4023800,32.0206,3968,3804,60,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/505/GCA_000016505.1_ASM1650v1","bioproject_id"
342113,"Burkholderia oklahomensis","EO147","PRJNA244064","SAMN02847801",7313670,66.9427,6902,6355,58,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/985/GCA_000755985.1_ASM75598v1","bioproject_id"
441771,"Clostridium botulinum A str. Hall","Hall","PRJNA19521","SAMN02603534",3760560,28.2,3499,3332,81,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/045/GCA_000017045.1_ASM1704v1","bioproject_id"
395019,"Burkholderia multivorans ATCC 17616","ATCC 17616","PRJDA19401","SAMD00060926",7008810,66.6924,6737,6398,66,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/545/GCA_000010545.1_ASM1054v1","bioproject_id"
226185,"Enterococcus faecalis V583","V583","PRJNA70","SAMN02603978",3359970,37.3546,3412,3264,68,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/785/GCA_000007785.1_ASM778v1","bioproject_id"
224326,"Borreliella burgdorferi B31","B31","PRJNA3","SAMN02603966",1521210,28.1805,1568,1391,32,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/685/GCA_000008685.2_ASM868v2","bioproject_id"
439375,"Ochrobactrum anthropi ATCC 49188","ATCC 49188","PRJNA19485","SAMN02598421",5205780,56.1453,5087,4870,58,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/405/GCA_000017405.1_ASM1740v1","bioproject_id"
272947,"Rickettsia prowazekii str. Madrid E","Madrid E","PRJNA43","SAMEA3138318",1111520,29,889,843,33,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/735/GCA_000195735.1_ASM19573v1","bioproject_id"
1095955,"Treponema pallidum subsp. pallidum str. Sea 81-4","Sea 81-4","PRJNA74337","SAMN03081438",1139200,52.8,1068,960,45,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/125/GCA_000604125.1_ASM60412v1","bioproject_id"
395492,"Rhizobium leguminosarum bv. trifolii WSM2304","WSM2304","PRJNA20179","SAMN00000679",6872700,61.1684,6700,6427,51,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/345/GCA_000021345.1_ASM2134v1","bioproject_id"
443906,"Clavibacter michiganensis subsp. michiganensis NCPPB 382","NCPPB 382","PRJNA19643","SAMEA3138263",3395240,72.5311,3202,3114,45,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/485/GCA_000063485.1_ASM6348v1","bioproject_id"
483179,"Brucella canis ATCC 23365",NA,"PRJNA20243","SAMN02604295",3312770,57.2364,3361,3158,55,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/525/GCA_000018525.1_ASM1852v1","bioproject_id"
1131442,"Mycobacterium marinum E11","E11","PRJEB5070","SAMEA3139029",6450520,65.7699,5488,5243,47,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/425/GCA_000723425.2_E11","bioproject_id"
455488,"Anaeromyxobacter dehalogenans 2CP-1","2CP-1","PRJNA20095","SAMN00000050",5029330,74.7,4560,4447,49,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/145/GCA_000022145.1_ASM2214v1","bioproject_id"
456320,"Methanococcus voltae A3","A3","PRJNA20131","SAMN00000040",1936390,28.6,1741,1688,39,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/175/GCA_000006175.2_ASM617v2","bioproject_id"
456481,"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'","Patoc 1 (Paris)","PRJNA20133","SAMN02603347",3951450,38.9018,3769,3695,35,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/685/GCA_000017685.1_ASM1768v1","bioproject_id"
398577,"Burkholderia ambifaria MC40-6","MC40-6","PRJNA17411","SAMN02598385",7642540,66.3825,6739,6575,68,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/925/GCA_000019925.1_ASM1992v1","bioproject_id"
204722,"Brucella suis 1330","1330","PRJNA320","SAMN02603682",3315170,57.2364,3358,3161,55,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/505/GCA_000007505.1_ASM750v1","bioproject_id"
1037409,"Bradyrhizobium japonicum USDA 6","USDA 6","PRJDA67463","SAMD00060992",9207380,63.7,8743,8327,55,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/375/GCA_000284375.1_ASM28437v1","bioproject_id"
1150423,"Bifidobacterium dentium JCM 1195 = DSM 20436","JCM 1195","PRJDB59","SAMD00061043",2635670,58.5,2239,2140,56,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/595/GCA_001042595.1_ASM104259v1","bioproject_id"
272568,"Gluconacetobacter diazotrophicus PA1 5","PAl 5; ATCC 49037","PRJNA21071","SAMN02598444",3914950,66.3446,3647,3457,55,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/325/GCA_000021325.1_ASM2132v1","bioproject_id"
449447,"Microcystis aeruginosa NIES-843","NIES-843","PRJDA27835","SAMD00060936",5842790,42.3,5867,5190,42,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/625/GCA_000010625.1_ASM1062v1","bioproject_id"
759913,"Streptococcus dysgalactiae subsp. equisimilis AC-2713","AC-2713","PRJNA48119","SAMEA3138428",2179440,39.5,2134,1947,57,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/855/GCA_000317855.1_ASM31785v1","bioproject_id"
420247,"Methanobrevibacter smithii ATCC 35061","ATCC 35061; PS; DSMZ 861","PRJNA18653","SAMN02604313",1853160,31,1793,1710,35,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1","bioproject_id"
347834,"Rhizobium etli CFN 42","CFN 42","PRJNA13932","SAMN02603106",6530230,61.0458,6435,5992,50,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/045/GCA_000092045.1_ASM9204v1","bioproject_id"
290398,"Chromohalobacter salexigens DSM 3043","DSM 3043","PRJNA12636","SAMN02598275",3696650,63.9,3390,3282,69,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/055/785/GCA_000055785.1_ASM5578v1","bioproject_id"
382640,"Bartonella tribocorum CIP 105476","type strain:506 = CIP 105476","PRJNA28109","SAMEA3138339",2642400,38.8655,2421,2208,42,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/435/GCA_000196435.1_ASM19643v1","bioproject_id"
29519,"Borreliella garinii","CIP 103362","PRJNA350560","SAMN05941958",1156110,28.1739,1151,1046,32,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/545/GCA_001922545.1_ASM192254v1","bioproject_id"
331636,"Chlamydia psittaci 6BC","6BC","PRJNA62889","SAMN02603382",1179220,39.0603,1043,988,38,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/255/GCA_000204255.1_ASM20425v1","bioproject_id"
333849,"Enterococcus faecium DO","DO","PRJNA30627","SAMN00002237",3052570,37.9158,3209,3114,64,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/395/GCA_000174395.2_ASM17439v2","bioproject_id"
210007,"Streptococcus mutans UA159","UA159","PRJNA333","SAMN02604090",2032930,36.8,2040,1958,65,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/465/GCA_000007465.2_ASM746v2","bioproject_id"
692420,"Bacillus amyloliquefaciens DSM 7","DSM 7","PRJEA41719","SAMEA2272088",3980200,46.1,4120,3870,94,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/735/GCA_000196735.1_ASM19673v1","bioproject_id"
555970,"Bifidobacterium animalis subsp. lactis DSM 10140","DSM 10140","PRJNA32893","SAMN02603171",1938480,60.5,1655,1572,51,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/965/GCA_000022965.1_ASM2296v1","bioproject_id"
203119,"Hungateiclostridium thermocellum ATCC 27405","ATCC 27405","PRJNA314","SAMN02598481",3843300,39,3391,3204,56,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/865/GCA_000015865.1_ASM1586v1","bioproject_id"
1901,"Streptomyces clavuligerus","F613-1","PRJNA329150","SAMN05392246",7590760,72.6162,6348,6103,65,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/675/GCA_001693675.1_ASM169367v1","bioproject_id"
242231,"Neisseria gonorrhoeae FA 1090","FA 1090","PRJNA23","SAMN02604088",2153920,52.7,1989,1886,55,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/845/GCA_000006845.1_ASM684v1","bioproject_id"
522373,"Stenotrophomonas maltophilia K279a","K279a","PRJNA30351","SAMEA1705934",4851130,66.3,4522,4368,74,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1","bioproject_id"
40041,"Streptococcus equi subsp. zooepidemicus","H70","PRJEA30767","SAMEA2272197",2149870,41.5,2049,1901,57,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/605/GCA_000026605.1_ASM2660v1","bioproject_id"
1405,"Bacillus mycoides","ATCC 6462","PRJNA238211","SAMN03012838",5637050,35.3849,5903,5490,107,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/605/GCA_000832605.1_ASM83260v1","bioproject_id"
1454377,"Yersinia frederiksenii Y225","Y225","PRJNA236482","SAMN03010446",4550890,47.282,4239,3988,81,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/215/GCA_000834215.1_ASM83421v1","bioproject_id"
1392005,"Comamonas testosteroni TK102","TK102","PRJNA216961","SAMN03081477",6062700,61.9,5593,5295,96,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/375/GCA_000739375.1_ASM73937v1","bioproject_id"
28152,"Yersinia kristensenii","Y231","PRJNA240099","SAMN03202900",4496570,47.4,4180,3928,80,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/865/GCA_000834865.1_ASM83486v1","bioproject_id"
529120,"Alteromonas macleodii ATCC 27126","ATCC 27126","PRJNA29793","SAMN02603229",4653850,44.7,3966,3799,52,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/635/GCA_000172635.2_ASM17263v2","bioproject_id"
702459,"Bifidobacterium bifidum PRL2010","PRL2010","PRJNA42863","SAMN02603510",2214660,62.7,1791,1706,52,NA,"reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/905/GCA_000165905.1_ASM16590v1","bioproject_id"
465515,"Micrococcus luteus NCTC 2665","NCTC 2665","PRJNA20655","SAMN00000281",2501100,73,2327,2215,48,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/205/GCA_000023205.1_ASM2320v1","bioproject_id"
579138,"Zymomonas mobilis subsp. pomaceae ATCC 29192","ATCC 29192","PRJNA34927","SAMN02232067",2061410,44.0421,1840,1748,51,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/875/GCA_000218875.1_ASM21887v1","bioproject_id"
747,"Pasteurella multocida","ATCC 43137","PRJNA244572","SAMN02904551",2271840,40.4,2128,2021,57,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/275/GCA_000754275.1_ASM75427v1","bioproject_id"
568703,"Lactobacillus rhamnosus GG","GG (ATCC 53103)","PRJEA32195","SAMEA2272375",3010110,46.7,3062,2860,57,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/505/GCA_000026505.1_ASM2650v1","bioproject_id"
557723,"Glaesserella parasuis SH0165","SH0165","PRJNA31099","SAMN02603313",2269160,40,2273,2050,56,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/885/GCA_000021885.1_ASM2188v1","bioproject_id"
2287,"Sulfolobus solfataricus","P1","PRJEB13308","SAMEA3920617",3034020,35.8,3254,2944,45,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/115/GCA_900079115.1_SSOP1","bioproject_id"
272631,"Mycobacterium leprae TN","TN","PRJNA90","SAMEA1705921",3268200,57.8,2770,1605,45,"human","reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/855/GCA_000195855.1_ASM19585v1","bioproject_id"
634452,"Acetobacter pasteurianus IFO 3283-01","IFO 3283 substr. IFO 3283-01","PRJDA31129","SAMD00060943",3340250,53.0701,3154,2917,57,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/825/GCA_000010825.1_ASM1082v1","bioproject_id"
29497,"Vibrio splendidus","BST398","PRJNA481137","SAMN09659035",5508390,44.1197,4880,4586,137,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/345/295/GCA_003345295.1_ASM334529v1","bioproject_id"
224914,"Brucella melitensis bv. 1 str. 16M","16M","PRJNA180","SAMN02603416",3294930,57.2357,3369,3099,54,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/125/GCA_000007125.1_ASM712v1","bioproject_id"
264,"Francisella tularensis subsp. novicida","DPG 3A-IS","PRJNA240119","SAMN02769653",2047030,32.3139,2005,1879,38,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/965/GCA_000834965.1_ASM83496v1","bioproject_id"
484022,"Francisella philomiragia subsp. philomiragia ATCC 25017","ATCC 25017","PRJNA27853","SAMN02598454",2049710,32.5919,1992,1891,39,"human","representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/285/GCA_000019285.1_ASM1928v1","bioproject_id"
