"reference","genus","species","accession","acc_text","accession","ncbi_nucid","ncbi_taxid","name","ncbi_spid","ncbi_species","species","subsp","formasp","candidatus","ncbi_taxid","name","ncbi_spid","ncbi_species"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium choerinum","D86186","accession no. (16S rRNA gene): D86186.","D86186","4730861","35760","Bifidobacterium choerinum","35760","Bifidobacterium choerinum","Bifidobacterium choerinum",FALSE,FALSE,FALSE,"35760","Bifidobacterium choerinum","35760","Bifidobacterium choerinum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium coryneforme","M58733","accession no. (16S rRNA gene): M58733.","M58733","544574269","1687","Bifidobacterium coryneforme","1687","Bifidobacterium coryneforme","Bifidobacterium coryneforme",FALSE,FALSE,FALSE,"1687","Bifidobacterium coryneforme","1687","Bifidobacterium coryneforme"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium cuniculi","M58734","accession no. (16S rRNA gene): M58734.","M58734","173870","1688","Bifidobacterium cuniculi","1688","Bifidobacterium cuniculi","Bifidobacterium cuniculi",FALSE,FALSE,FALSE,"1688","Bifidobacterium cuniculi","1688","Bifidobacterium cuniculi"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium dentium","D86183","accession no. (16S rRNA gene): D86183.","D86183","4730858","1150423","Bifidobacterium dentium JCM 1195 = DSM 20436","1689","Bifidobacterium dentium","Bifidobacterium dentium",FALSE,FALSE,FALSE,"1689","Bifidobacterium dentium","1689","Bifidobacterium dentium"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium gallicum","D86189","accession no. (16S rRNA gene): D86189.","D86189","4730864","561180","Bifidobacterium gallicum DSM 20093 = LMG 11596","78342","Bifidobacterium gallicum","Bifidobacterium gallicum",FALSE,FALSE,FALSE,"78342","Bifidobacterium gallicum","78342","Bifidobacterium gallicum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium gallinarum","D86191","accession no. (16S rRNA gene): D86191.","D86191","4730866","78344","Bifidobacterium gallinarum","78344","Bifidobacterium gallinarum","Bifidobacterium gallinarum",FALSE,FALSE,FALSE,"78344","Bifidobacterium gallinarum","78344","Bifidobacterium gallinarum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium indicum","D86188","accession no. (16S rRNA gene): D86188.","D86188","4730863","1691","Bifidobacterium indicum","1691","Bifidobacterium indicum","Bifidobacterium indicum",FALSE,FALSE,FALSE,"1691","Bifidobacterium indicum","1691","Bifidobacterium indicum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium longum",NA,NA,NA,NA,NA,NA,NA,NA,"Bifidobacterium longum",FALSE,FALSE,FALSE,"216816","Bifidobacterium longum","216816","Bifidobacterium longum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium longum subsp. longum","M58739","accession no. (16S rRNA gene): M58739.","M58739","544574270","216816","Bifidobacterium longum","216816","Bifidobacterium longum","Bifidobacterium longum subsp. longum",TRUE,FALSE,FALSE,"1679","Bifidobacterium longum subsp. longum","216816","Bifidobacterium longum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium longum subsp. infantis","X70974","accession no. (16S rRNA gene): X70974.","X70974","499054","391904","Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088","216816","Bifidobacterium longum","Bifidobacterium longum subsp. infantis",TRUE,FALSE,FALSE,"1682","Bifidobacterium longum subsp. infantis","216816","Bifidobacterium longum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium longum subsp. suis","M58743","accession no. (16S rRNA gene): M58743.","M58743","544574272","1695","Bifidobacterium longum subsp. suis","216816","Bifidobacterium longum","Bifidobacterium longum subsp. suis",TRUE,FALSE,FALSE,"1695","Bifidobacterium longum subsp. suis","216816","Bifidobacterium longum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium magnum","M58740","accession no. (16S rRNA gene): M58740.","M58740","173876","1692","Bifidobacterium magnum","1692","Bifidobacterium magnum","Bifidobacterium magnum",FALSE,FALSE,FALSE,"1692","Bifidobacterium magnum","1692","Bifidobacterium magnum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium merycicum","D86192","accession no. (16S rRNA gene): D86192.","D86192","4730867","78345","Bifidobacterium merycicum","78345","Bifidobacterium merycicum","Bifidobacterium merycicum",FALSE,FALSE,FALSE,"78345","Bifidobacterium merycicum","78345","Bifidobacterium merycicum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium minimum","M59741","accession no. (16S rRNA gene): M59741.","M59741","1036032306","9606","Homo sapiens","9606","Homo sapiens","Bifidobacterium minimum",FALSE,FALSE,FALSE,"1693","Bifidobacterium minimum","1693","Bifidobacterium minimum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium mongoliense","AB433856","accession no. (16S rRNA gene): AB433856.","AB433856","206597153","518643","Bifidobacterium mongoliense","518643","Bifidobacterium mongoliense","Bifidobacterium mongoliense",FALSE,FALSE,FALSE,"518643","Bifidobacterium mongoliense","518643","Bifidobacterium mongoliense"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium pseudocatenulatum","M84785","accession no. (16S rRNA gene): M84785.","M84785","304206","28026","Bifidobacterium pseudocatenulatum","28026","Bifidobacterium pseudocatenulatum","Bifidobacterium pseudocatenulatum",FALSE,FALSE,FALSE,"28026","Bifidobacterium pseudocatenulatum","28026","Bifidobacterium pseudocatenulatum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium pseudolongum",NA,NA,NA,NA,NA,NA,NA,NA,"Bifidobacterium pseudolongum",FALSE,FALSE,FALSE,"1694","Bifidobacterium pseudolongum","1694","Bifidobacterium pseudolongum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium pseudolongum subsp. pseudolongum","D86195","accession no. (16S rRNA gene): D86195.","D86195","4730872","31954","Bifidobacterium pseudolongum subsp. pseudolongum","1694","Bifidobacterium pseudolongum","Bifidobacterium pseudolongum subsp. pseudolongum",TRUE,FALSE,FALSE,"31954","Bifidobacterium pseudolongum subsp. pseudolongum","1694","Bifidobacterium pseudolongum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium pseudolongum subsp. globosum","M58736","accession nos (16S rRNA gene): M58736, D86194.","M58736","173872","1690","Bifidobacterium pseudolongum subsp. globosum","1694","Bifidobacterium pseudolongum","Bifidobacterium pseudolongum subsp. globosum",TRUE,FALSE,FALSE,"1690","Bifidobacterium pseudolongum subsp. globosum","1694","Bifidobacterium pseudolongum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium psychraerophilum",NA,"accession no. (16S rRNA gene): not available.",NA,NA,NA,NA,NA,NA,"Bifidobacterium psychraerophilum",FALSE,FALSE,FALSE,"218140","Bifidobacterium psychraerophilum","218140","Bifidobacterium psychraerophilum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium pullorum","D86196","accession no. (16S rRNA gene): D86196.","D86196","4730873","78448","Bifidobacterium pullorum","78448","Bifidobacterium pullorum","Bifidobacterium pullorum",FALSE,FALSE,FALSE,"78448","Bifidobacterium pullorum","78448","Bifidobacterium pullorum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium ruminantium","D86197","accession no. (16S rRNA gene): D86197.","D86197","4730874","78346","Bifidobacterium ruminantium","78346","Bifidobacterium ruminantium","Bifidobacterium ruminantium",FALSE,FALSE,FALSE,"78346","Bifidobacterium ruminantium","78346","Bifidobacterium ruminantium"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium saeculare","D89328","accession no. (16S rRNA gene): D89328.","D89328","4730875","1437611","Bifidobacterium saeculare DSM 6531 = LMG 14934","78257","Bifidobacterium saeculare","Bifidobacterium saeculare",FALSE,FALSE,FALSE,"78257","Bifidobacterium saeculare","78257","Bifidobacterium saeculare"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium scardovii","AJ307005","accession no. (16S rRNA gene): AJ307005.","AJ307005","22002912","1150461","Bifidobacterium scardovii JCM 12489 = DSM 13734","158787","Bifidobacterium scardovii","Bifidobacterium scardovii",FALSE,FALSE,FALSE,"158787","Bifidobacterium scardovii","158787","Bifidobacterium scardovii"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium subtile","D89378","accession no. (16S rRNA gene): D89378.","D89378","4730880","77635","Bifidobacterium subtile","77635","Bifidobacterium subtile","Bifidobacterium subtile",FALSE,FALSE,FALSE,"77635","Bifidobacterium subtile","77635","Bifidobacterium subtile"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium thermacidophilum","AB016246","accession no. (16S rRNA gene): AB016246.","AB016246","3345461","33905","Bifidobacterium thermophilum","33905","Bifidobacterium thermophilum","Bifidobacterium thermacidophilum",FALSE,FALSE,FALSE,"246618","Bifidobacterium thermacidophilum","246618","Bifidobacterium thermacidophilum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium thermacidophilum subsp. thermacidophilum","AB016246","accession no. (16S rRNA gene): AB016246.","AB016246","3345461","33905","Bifidobacterium thermophilum","33905","Bifidobacterium thermophilum","Bifidobacterium thermacidophilum subsp. thermacidophilum",TRUE,FALSE,FALSE,"79262","Bifidobacterium thermacidophilum subsp. thermacidophilum","246618","Bifidobacterium thermacidophilum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium thermacidophilum subsp. porcinum","AY148470","accession no. (16S rRNA gene): AY148470.","AY148470","24850301","212365","Bifidobacterium thermacidophilum subsp. porcinum","246618","Bifidobacterium thermacidophilum","Bifidobacterium thermacidophilum subsp. porcinum",TRUE,FALSE,FALSE,"212365","Bifidobacterium thermacidophilum subsp. porcinum","246618","Bifidobacterium thermacidophilum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium thermophilum","U10151","accession no. (16S rRNA gene): U10151.","U10151","498636","33905","Bifidobacterium thermophilum","33905","Bifidobacterium thermophilum","Bifidobacterium thermophilum",FALSE,FALSE,FALSE,"33905","Bifidobacterium thermophilum","33905","Bifidobacterium thermophilum"
"gbm00019.pdf","Bifidobacterium","Bifidobacterium tsurumiense","AB241106","accession no. (16S rRNA gene): AB241106.","AB241106","82568424","356829","Bifidobacterium tsurumiense","356829","Bifidobacterium tsurumiense","Bifidobacterium tsurumiense",FALSE,FALSE,FALSE,"356829","Bifidobacterium tsurumiense","356829","Bifidobacterium tsurumiense"
"gbm00020.pdf","Gardnerella","Gardnerella vaginalis","M58744","accession no. (16S rRNA gene): M58744.","M58744","544574273","585528","Gardnerella vaginalis ATCC 14018 = JCM 11026","2702","Gardnerella vaginalis","Gardnerella vaginalis",FALSE,FALSE,FALSE,"2702","Gardnerella vaginalis","2702","Gardnerella vaginalis"
"gbm00021.pdf","Metascardovia","Metascardovia criceti","AB241105","accession no. (16S rRNA gene): AB241105.","AB241105","82568423","1122228","Alloscardovia criceti DSM 17774","356828","Alloscardovia criceti","Metascardovia criceti",FALSE,FALSE,FALSE,"356828","Alloscardovia criceti","356828","Alloscardovia criceti"
"gbm00022.pdf","Parascardovia","Parascardovia denticolens","D89331","accession no. (16S rRNA gene): D89331.","D89331","4730878","864564","Parascardovia denticolens DSM 10105 = JCM 12538","78258","Parascardovia denticolens","Parascardovia denticolens",FALSE,FALSE,FALSE,"78258","Parascardovia denticolens","78258","Parascardovia denticolens"
"gbm00023.pdf","Scardovia","Scardovia inopinata","AB029087","accession no. (16S rRNA gene): AB029087.","AB029087","5139007","1150468","Scardovia inopinata JCM 12537","78259","Scardovia inopinata","Scardovia inopinata",FALSE,FALSE,FALSE,"78259","Scardovia inopinata","78259","Scardovia inopinata"
"gbm00024.pdf","Actinospica","Actinospica robiniae","AJ865863","accession no. (16S rRNA gene): AJ865863.","AJ865863","81683236","479430","Actinospica robiniae DSM 44927","304901","Actinospica robiniae","Actinospica robiniae",FALSE,FALSE,FALSE,"304901","Actinospica robiniae","304901","Actinospica robiniae"
"gbm00024.pdf","Actinospica","Actinospica acidiphila","AJ865861","accession no. (16S rRNA gene): AJ865861.","AJ865861","63849649","304899","Actinospica acidiphila","304899","Actinospica acidiphila","Actinospica acidiphila",FALSE,FALSE,FALSE,"304899","Actinospica acidiphila","304899","Actinospica acidiphila"
"gbm00025.pdf","Catenulispora","Catenulispora acidiphila","AJ865857","accession no. (16S rRNA gene): AJ865857.","AJ865857","63849619","479433","Catenulispora acidiphila DSM 44928","304895","Catenulispora acidiphila","Catenulispora acidiphila",FALSE,FALSE,FALSE,"304895","Catenulispora acidiphila","304895","Catenulispora acidiphila"
"gbm00025.pdf","Catenulispora","Catenulispora rubra","AB180773","accession no. (16S rRNA gene): AB180773.","AB180773","68445311","280293","Catenulispora rubra","280293","Catenulispora rubra","Catenulispora rubra",FALSE,FALSE,FALSE,"280293","Catenulispora rubra","280293","Catenulispora rubra"
"gbm00025.pdf","Catenulispora","Catenulispora subtropica","AB327248","accession no. (16S rRNA gene): AB327248.","AB327248","156623030","450798","Catenulispora subtropica","450798","Catenulispora subtropica","Catenulispora subtropica",FALSE,FALSE,FALSE,"450798","Catenulispora subtropica","450798","Catenulispora subtropica"
"gbm00025.pdf","Catenulispora","Catenulispora yoronensis","AB327250","accession no. (16S rRNA gene): AB327250.","AB327250","156623032","450799","Catenulispora yoronensis","450799","Catenulispora yoronensis","Catenulispora yoronensis",FALSE,FALSE,FALSE,"450799","Catenulispora yoronensis","450799","Catenulispora yoronensis"
"gbm00026.pdf","Corynebacterium","Corynebacterium diphtheriae","GQ118341","accession no. (16S rRNA gene) : GQ118341, X82059, X84248.","GQ118341","239615732","1717","Corynebacterium diphtheriae","1717","Corynebacterium diphtheriae","Corynebacterium diphtheriae",FALSE,FALSE,FALSE,"1717","Corynebacterium diphtheriae","1717","Corynebacterium diphtheriae"
"gbm00026.pdf","Corynebacterium","Corynebacterium accolens","AJ439346","accession no. (16S rRNA gene) : AJ439346, X80500.","AJ439346","29420376","38284","Corynebacterium accolens","38284","Corynebacterium accolens","Corynebacterium accolens",FALSE,FALSE,FALSE,"38284","Corynebacterium accolens","38284","Corynebacterium accolens"
"gbm00026.pdf","Corynebacterium","Corynebacterium afermentans","X82054","accession no. (16S rRNA gene) : X82054.","X82054","1061051","38286","Corynebacterium afermentans","38286","Corynebacterium afermentans","Corynebacterium afermentans",FALSE,FALSE,FALSE,"38286","Corynebacterium afermentans","38286","Corynebacterium afermentans"
"gbm00026.pdf","Corynebacterium","Corynebacterium afermentans subsp. afermentans","X82054","accession no. (16S rRNA gene) : X82054.","X82054","1061051","38286","Corynebacterium afermentans","38286","Corynebacterium afermentans","Corynebacterium afermentans subsp. afermentans",TRUE,FALSE,FALSE,"144183","Corynebacterium afermentans subsp. afermentans","38286","Corynebacterium afermentans"
"gbm00026.pdf","Corynebacterium","Corynebacterium afermentans subsp. lipophilum","X82055","accession no. (16S rRNA gene) : X82055.","X82055","1061052","144184","Corynebacterium afermentans subsp. lipophilum","38286","Corynebacterium afermentans","Corynebacterium afermentans subsp. lipophilum",TRUE,FALSE,FALSE,"144184","Corynebacterium afermentans subsp. lipophilum","38286","Corynebacterium afermentans"
"gbm00026.pdf","Corynebacterium","Corynebacterium ammoniagenes","X84440","accession no. (16S rRNA gene) : X84440.","X84440","1066022","1697","Corynebacterium ammoniagenes","1697","Corynebacterium ammoniagenes","Corynebacterium ammoniagenes",FALSE,FALSE,FALSE,"1697","Corynebacterium ammoniagenes","1697","Corynebacterium ammoniagenes"
"gbm00026.pdf","Corynebacterium","Corynebacterium amycolatum","X82057","accession no. (16S rRNA gene) : X82057.","X82057","1061054","43765","Corynebacterium amycolatum","43765","Corynebacterium amycolatum","Corynebacterium amycolatum",FALSE,FALSE,FALSE,"43765","Corynebacterium amycolatum","43765","Corynebacterium amycolatum"
"gbm00026.pdf","Corynebacterium","Corynebacterium appendicis","AJ314919","accession no. (16S rRNA gene) : AJ314919.","AJ314919","22265710","1161099","Corynebacterium appendicis CIP 107643","163202","Corynebacterium appendicis","Corynebacterium appendicis",FALSE,FALSE,FALSE,"163202","Corynebacterium appendicis","163202","Corynebacterium appendicis"
"gbm00026.pdf","Corynebacterium","Corynebacterium aquilae","AJ496733","accession no. (16S rRNA gene) : AJ496733.","AJ496733","23476964","1431546","Corynebacterium aquilae DSM 44791","203263","Corynebacterium aquilae","Corynebacterium aquilae",FALSE,FALSE,FALSE,"203263","Corynebacterium aquilae","203263","Corynebacterium aquilae"
"gbm00026.pdf","Corynebacterium","Corynebacterium argentoratense","X83955","accession no. (16S rRNA gene) : X83955.","X83955","1000693","42817","Corynebacterium argentoratense","42817","Corynebacterium argentoratense","Corynebacterium argentoratense",FALSE,FALSE,FALSE,"42817","Corynebacterium argentoratense","42817","Corynebacterium argentoratense"
"gbm00026.pdf","Corynebacterium","Corynebacterium atypicum","AJ441057","accession no. (16S rRNA gene) : AJ441057.","AJ441057","33145922","191610","Corynebacterium atypicum","191610","Corynebacterium atypicum","Corynebacterium atypicum",FALSE,FALSE,FALSE,"191610","Corynebacterium atypicum","191610","Corynebacterium atypicum"
"gbm00026.pdf","Corynebacterium","Corynebacterium aurimucosum","AJ309207","accession no. (16S rRNA gene) : AJ309207.","AJ309207","22217689","169292","Corynebacterium aurimucosum","169292","Corynebacterium aurimucosum","Corynebacterium aurimucosum",FALSE,FALSE,FALSE,"169292","Corynebacterium aurimucosum","169292","Corynebacterium aurimucosum"
"gbm00026.pdf","Corynebacterium","Corynebacterium auris","X81873","accession no. (16S rRNA gene) : X81873.","X81873","1143423","44750","Corynebacterium auris","44750","Corynebacterium auris","Corynebacterium auris",FALSE,FALSE,FALSE,"44750","Corynebacterium auris","44750","Corynebacterium auris"
"gbm00026.pdf","Corynebacterium","Corynebacterium auriscanis","AJ243819","accession no. (16S rRNA gene) : AJ243819.","AJ243819","6273414","99807","Corynebacterium auriscanis","99807","Corynebacterium auriscanis","Corynebacterium auriscanis",FALSE,FALSE,FALSE,"99807","Corynebacterium auriscanis","99807","Corynebacterium auriscanis"
